,id,random ID,ResponseType,TrialNumber,Response,Group,Condition,Run,Hashtag,Most Similar Segment,Segment Index,Similarity Score,Size
6731,28,36480,hashtag,20,disaster,5.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6732,29,18596,hashtag,20,tradgedy,6.0,Experimental,2en,tradgedy,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.10733726620674133,50
6733,30,67318,hashtag,20,sustainability,2.0,Experimental,2en,sustainability,Resulting energy shortage,5,0.3478972017765045,50
6734,31,83797,hashtag,20,tsunami,7.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6735,32,61465,hashtag,20,nuclear,8.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6736,33,40042,hashtag,20,globalimpact,9.0,Experimental,2en,globalimpact,Resulting energy shortage,5,0.15571808815002441,50
6737,34,33766,hashtag,20,cancer,10.0,Experimental,2en,cancer,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3404826819896698,50
6738,35,77952,hashtag,20,nuclearfallout,11.0,Experimental,2en,nuclearfallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.38042712211608887,50
6739,36,62960,hashtag,20,nuclear,5.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6740,37,55751,hashtag,20,earthquake,12.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6741,38,98617,hashtag,20,earthquakes,13.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6742,39,68010,hashtag,20,displacement,14.0,Experimental,2en,displacement,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.3317786455154419,50
6743,40,27854,hashtag,20,nucleardisaster,15.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6744,41,64069,hashtag,20,injury,4.0,Experimental,2en,injury,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.2142796367406845,50
6745,42,26484,hashtag,20,nuclearplantdisaster,15.0,Experimental,2en,nuclearplantdisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.35534489154815674,50
6746,43,74882,hashtag,20,formation,16.0,Experimental,2en,formation,Resulting energy shortage,5,0.15600471198558807,50
6747,44,17590,hashtag,20,nucleardisaster,17.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6748,45,34888,hashtag,20,nucleardiaster,13.0,Experimental,2en,nucleardiaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3462531566619873,50
6749,46,24727,hashtag,20,naturaldisasterstories,1.0,Experimental,2en,naturaldisasterstories,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.14587631821632385,50
6750,47,16617,hashtag,20,disaster,14.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6751,48,97307,hashtag,20,toxicwastecleanup,9.0,Experimental,2en,toxicwastecleanup,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.23202188313007355,50
6752,49,21629,hashtag,20,daiichi,17.0,Experimental,2en,daiichi,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.43000635504722595,50
6753,0,36535,hashtag,21,tsunami,25.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6754,1,75253,hashtag,21,earthquake,6.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6755,2,20834,hashtag,21,nuclear ,8.0,Experimental,2en,nuclear ,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.4157990515232086,50
6756,3,74007,hashtag,21,earthquake,11.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6757,4,93042,hashtag,21,experiment,22.0,Experimental,2en,experiment,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.2212468683719635,50
6758,5, 64292,hashtag,21,displacement,7.0,Experimental,2en,displacement,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.3317786455154419,50
6759,6,18863,hashtag,21,march,16.0,Experimental,2en,march,"The exclusion zone resulted in the displacement of approximately 156,000 people in years to follow.",7,0.17086024582386017,50
6760,7,23605,hashtag,21,upsetting,17.0,Experimental,2en,upsetting,Resulting energy shortage,5,0.1759149730205536,50
6761,8,43028,hashtag,21,disaster,24.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6762,9,24745,hashtag,21,nucleardisaster,1.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6763,10,90443,hashtag,21,nucleardisaster,14.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6764,11,78579,hashtag,21,worldnews,10.0,Experimental,2en,worldnews,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.2044675201177597,50
6765,12,42749,hashtag,21,movement,2.0,Experimental,2en,movement,"inspired media campaigns to encouraged households and businesses to cut back on electrical usage, which led to the national movement Setsuden (saving electricity).",6,0.1931155025959015,50
6766,13,11719,hashtag,21,nucleardisaster,12.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6767,14,61727,hashtag,21,nucleardisaster,21.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6768,15,91802,hashtag,21,nucleardisaster,1.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6769,16,46495,hashtag,21,fukushimafallout,2.0,Experimental,2en,fukushimafallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.6440727114677429,50
6770,17,78763,hashtag,21,nuclearfallout,3.0,Experimental,2en,nuclearfallout,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.38042712211608887,50
6771,18,72502,hashtag,21,nucleardisaster,4.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6772,19,67220,hashtag,21,disaster,5.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6773,20,21680,hashtag,21,earthquake,6.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6774,21,19688,hashtag,21,accident,7.0,Experimental,2en,accident,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3068803548812866,50
6775,22,65822,hashtag,21,tsunami,8.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6776,23,67696826ab9673682252b81f,hashtag,21,disaster,9.0,Experimental,2en,disaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3938014507293701,50
6777,24,52656,hashtag,21,isotopes,10.0,Experimental,2en,isotopes,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.35355377197265625,50
6778,25,33339,hashtag,21,tsunami,11.0,Experimental,2en,tsunami,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.6427018642425537,50
6779,26,74113,hashtag,21,nuclearcleanup,12.0,Experimental,2en,nuclearcleanup,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3643214702606201,50
6780,27,84219,hashtag,21,earthquakes,13.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6781,28,36480,hashtag,21,earthquake,14.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6782,29,18596,hashtag,21,nuclear,15.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6783,30,67318,hashtag,21,riskassessment,16.0,Experimental,2en,riskassessment,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.21943670511245728,50
6784,31,83797,hashtag,21,thyroid,17.0,Experimental,2en,thyroid,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.40983450412750244,50
6785,32,61465,hashtag,21,earthquake,13.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6786,33,40042,hashtag,21,tragedy,4.0,Experimental,2en,tragedy,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.25714194774627686,50
6787,34,33766,hashtag,21,earthquake,18.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6788,35,77952,hashtag,21,radiationspill,9.0,Experimental,2en,radiationspill,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.3218439817428589,50
6789,36,62960,hashtag,21,nuclear,19.0,Experimental,2en,nuclear,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.415799081325531,50
6790,37,55751,hashtag,21,earthquake,18.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6791,38,98617,hashtag,21,nucleardisaster,20.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6792,39,68010,hashtag,21,commissions,21.0,Experimental,2en,commissions,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.05980382859706879,50
6793,40,27854,hashtag,21,nucleardisaster,22.0,Experimental,2en,nucleardisaster,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.3794649839401245,50
6794,41,64069,hashtag,21,radioactiveparticles,3.0,Experimental,2en,radioactiveparticles,Large quantities of radioactive particles were found shortly after throughout the Pacific Ocean and reached the California coast.,4,0.4561442732810974,50
6795,42,26484,hashtag,21,nucleartsunami,23.0,Experimental,2en,nucleartsunami,"The Fukushima Nuclear Disaster was a 2011 nuclear accident at the Daiichi Nuclear Power Plant in Fukushima, Japan.",0,0.4262118935585022,50
6796,43,74882,hashtag,21,shockwave,19.0,Experimental,2en,shockwave,"It triggered a tsunami with waves up to 130 feet tall, with 45-foot tall waves causing direct damage.",2,0.33213794231414795,50
6797,44,17590,hashtag,21,earthquake,5.0,Experimental,2en,earthquake,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.5136278867721558,50
6798,45,34888,hashtag,21,earthquakes,24.0,Experimental,2en,earthquakes,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.47135770320892334,50
6799,46,24727,hashtag,21,earthquakesjapan,23.0,Experimental,2en,earthquakesjapan,"The cause was the Tōhoku earthquake on March 11, 2011, the most powerful earthquake ever recorded in Japan.",1,0.4409019947052002,50
6800,47,16617,hashtag,21,radiation,20.0,Experimental,2en,radiation,Independent commissions continue to recognize that affected residents are still struggling and facing grave concerns. A World Health Organization (WHO) report predicts that infant girls exposed to the radiation are 70% more likely to develop thyroid cancer.,8,0.41247648000717163,50
